#seq	f_pos	f_neg	mean_hydropathy mean_net_charge kappa
yedN_2.txt 0.111111 0.174603 0.450441 0.057253 0.123883
yedP.txt 0.084871 0.136531 0.471587 0.044580 0.175379
yedQ.txt 0.108156 0.113475 0.468164 0.003104 0.165163
yedR.txt 0.115702 0.074380 0.512580 0.042789 0.173651
yedS_1.txt 0.080745 0.118012 0.460732 0.035757 0.198516
yedS_2.txt 0.043478 0.115942 0.468599 0.072394 0.166573
yedS_3.txt 0.082090 0.141791 0.443698 0.057908 0.212027
yedV.txt 0.110619 0.110619 0.494322 0.005087 0.144599
yedW.txt 0.121076 0.130045 0.493722 0.005810 0.153343
yedX.txt 0.109489 0.087591 0.463585 0.028881 0.127048
yedY.txt 0.116766 0.098802 0.467898 0.022194 0.148778
yedZ.txt 0.118483 0.018957 0.560295 0.108276 0.244320
yeeA.txt 0.096591 0.071023 0.531376 0.032068 0.139458
yeeD.txt 0.053333 0.160000 0.523852 0.104174 0.200284
yeeE.txt 0.076705 0.031250 0.579514 0.048505 0.194938
yeeJ.txt 0.068019 0.100127 0.475022 0.028989 0.145839
yeeL_1.txt 0.115385 0.106838 0.505508 0.012279 0.168666
yeeL_2.txt 0.120370 0.101852 0.510802 0.022659 0.172715
yeeN.txt 0.105042 0.168067 0.471335 0.058909 0.254359
yeeO.txt 0.080439 0.042048 0.580053 0.041454 0.181488
yeeP.txt 0.106383 0.120567 0.494641 0.009397 0.135798
yeeR.txt 0.090196 0.105882 0.496296 0.011699 0.140407
yeeS.txt 0.108108 0.108108 0.484985 0.013079 0.086789
yeeT.txt 0.150685 0.082192 0.454338 0.077963 0.122693
yeeW.txt 0.046875 0.171875 0.489931 0.117367 0.130860
yeeX.txt 0.220183 0.183486 0.405708 0.036726 0.154180
yeeY.txt 0.106796 0.129450 0.490974 0.015693 0.186776
yeeZ.txt 0.087591 0.120438 0.488889 0.026973 0.235411
yefM.txt 0.120482 0.156627 0.452744 0.033522 0.189511
yegD.txt 0.102222 0.128889 0.486914 0.024324 0.192808
yegE.txt 0.082353 0.102262 0.518441 0.013166 0.158319
yegH.txt 0.089184 0.125237 0.519692 0.030546 0.191241
yegI.txt 0.111111 0.100309 0.490638 0.018620 0.173114
yegJ.txt 0.130719 0.156863 0.461438 0.021412 0.126304
yegK.txt 0.051383 0.118577 0.514010 0.062720 0.148890
yegL.txt 0.095890 0.114155 0.490766 0.017368 0.136804
yegP.txt 0.127273 0.090909 0.421010 0.038534 0.108686
yegQ.txt 0.105960 0.130243 0.454452 0.016611 0.176950
yegR.txt 0.133333 0.095238 0.487725 0.044072 0.200930
yegS.txt 0.076923 0.130435 0.503307 0.050012 0.143790
yegT.txt 0.065882 0.061176 0.580758 0.005461 0.149712
yegU.txt 0.095808 0.119760 0.503426 0.021648 0.159818
yegV.txt 0.074766 0.115265 0.520872 0.038083 0.165547
yegW.txt 0.120968 0.133065 0.466039 0.005615 0.224118
yegX.txt 0.128676 0.095588 0.461234 0.038276 0.161953
yegZ.txt 0.097222 0.180556 0.460957 0.079866 0.224336
yehA.txt 0.063953 0.063953 0.500000 0.001540 0.168634
yehB.txt 0.088378 0.101695 0.445184 0.009959 0.168740
yehC.txt 0.112971 0.071130 0.484891 0.044825 0.202817
yehD.txt 0.088889 0.111111 0.505370 0.022572 0.174636
yehE.txt 0.086022 0.053763 0.494026 0.036752 0.196869
yehI.txt 0.109917 0.119835 0.463361 0.004553 0.182601
yehK.txt 0.133333 0.209524 0.446138 0.072029 0.133283
yehL.txt 0.107735 0.118785 0.479589 0.005918 0.160203
yehM.txt 0.071146 0.104084 0.488201 0.024287 0.173966
yehP.txt 0.103175 0.119048 0.485332 0.009837 0.170154
yehQ.txt 0.089577 0.105863 0.484075 0.011570 0.195932
yehR.txt 0.137255 0.130719 0.483805 0.006316 0.104302
yehS.txt 0.160256 0.134615 0.463675 0.028391 0.162500
yehT.txt 0.125523 0.146444 0.482241 0.014177 0.160436
yehU.txt 0.096257 0.087344 0.519410 0.013702 0.166920
yehW.txt 0.057613 0.037037 0.610608 0.022565 0.142730
yehX.txt 0.107143 0.126623 0.486724 0.012548 0.159318
yehY.txt 0.057143 0.033766 0.615613 0.026101 0.191998
yeiB.txt 0.085714 0.044156 0.568167 0.044353 0.165923
yeiE.txt 0.098976 0.116041 0.501896 0.009088 0.195819
yeiG.txt 0.071942 0.111511 0.464428 0.032409 0.164577
yeiH.txt 0.054441 0.034384 0.610697 0.025280 0.200320
yeiI.txt 0.082873 0.116022 0.498250 0.024958 0.195125
yeiL.txt 0.114155 0.105023 0.490665 0.017227 0.235558
yeiP.txt 0.126316 0.163158 0.457836 0.035510 0.166440
yeiQ.txt 0.088115 0.118852 0.487295 0.021319 0.147983
yeiR.txt 0.103659 0.121951 0.474560 0.010624 0.150783
yeiS.txt 0.113924 0.050633 0.576934 0.062854 0.176479
yeiW.txt 0.083333 0.083333 0.482011 0.002867 0.256894
yejA.txt 0.117550 0.110927 0.451840 0.008223 0.124489
yejB.txt 0.076923 0.074176 0.565263 0.006057 0.145269
yejE.txt 0.079179 0.058651 0.541968 0.021682 0.162467
yejF.txt 0.102079 0.090737 0.492964 0.019347 0.186742
yejG.txt 0.070175 0.105263 0.489376 0.034269 0.263046
yejH.txt 0.126280 0.124573 0.469113 0.010156 0.194056
yejK.txt 0.107463 0.155224 0.459502 0.044256 0.193491
yejL.txt 0.080000 0.106667 0.479556 0.020195 0.195160
yejM.txt 0.093857 0.085324 0.486462 0.014306 0.217113
yejO.txt 0.068182 0.111244 0.473538 0.039855 0.134549
yfaA.txt 0.083630 0.108541 0.476414 0.020283 0.173785
yfaD.txt 0.103679 0.150502 0.461910 0.039096 0.159769
yfaE.txt 0.083333 0.130952 0.508466 0.044336 0.235454
yfaH.txt 0.088235 0.088235 0.547386 0.000861 0.157915
yfaL.txt 0.036800 0.129600 0.464409 0.089360 0.164757
yfaP.txt 0.077519 0.116279 0.464126 0.034046 0.257090
yfaQ.txt 0.105647 0.098361 0.464238 0.011248 0.181993
yfaS_1.txt 0.098025 0.101683 0.462879 0.000154 0.160825
yfaS_2.txt 0.093168 0.118012 0.461905 0.023285 0.223979
yfaT.txt 0.086957 0.072464 0.462534 0.019719 0.143569
yfaU.txt 0.089888 0.108614 0.494798 0.016212 0.207572
yfaV.txt 0.069930 0.048951 0.581611 0.023156 0.199399
yfaW.txt 0.088889 0.116049 0.476927 0.018976 0.148797
yfaX.txt 0.103846 0.103846 0.493675 0.004891 0.175354
yfaY.txt 0.087500 0.115000 0.493917 0.021775 0.167035
yfaZ.txt 0.061111 0.088889 0.487840 0.026441 0.236699
yfbK.txt 0.114783 0.123478 0.446918 0.007041 0.138931
yfbL.txt 0.074303 0.102167 0.487031 0.021900 0.165867
yfbM.txt 0.107784 0.167665 0.468463 0.054007 0.169025
yfbN.txt 0.117647 0.176471 0.470168 0.050015 0.184406
yfbO.txt 0.037975 0.164557 0.481786 0.119592 0.209650
yfbP.txt 0.088652 0.138298 0.460559 0.046189 0.226649
yfbR.txt 0.110553 0.145729 0.475991 0.026957 0.193301
yfbS.txt 0.080328 0.072131 0.581166 0.009904 0.181737
yfbT.txt 0.087963 0.115741 0.515792 0.019220 0.229526
yfbU.txt 0.109756 0.128049 0.435705 0.009798 0.119355
yfbV.txt 0.125828 0.072848 0.495953 0.054361 0.161493
yfcA.txt 0.070632 0.037175 0.592565 0.035659 0.213936
yfcC.txt 0.059289 0.061265 0.582872 0.000784 0.190858
yfcD.txt 0.105556 0.188889 0.452531 0.078674 0.215942
yfcE.txt 0.059783 0.097826 0.502657 0.026396 0.155158
yfcF.txt 0.102804 0.135514 0.476064 0.027154 0.186866
yfcG.txt 0.102326 0.111628 0.457571 0.000451 0.144690
yfcH.txt 0.101010 0.104377 0.493303 0.003571 0.185218
yfcI.txt 0.114865 0.145270 0.474287 0.022525 0.150963
yfcJ.txt 0.058673 0.022959 0.605017 0.038528 0.176694
yfcL.txt 0.043478 0.173913 0.483575 0.119830 0.221789
yfcO.txt 0.065934 0.091575 0.486121 0.022134 0.148052
yfcP.txt 0.072626 0.083799 0.507076 0.010154 0.162167
yfcQ.txt 0.080247 0.141975 0.470782 0.056288 0.191758
yfcR.txt 0.064706 0.076471 0.506471 0.012467 0.165907
yfcS.txt 0.116000 0.080000 0.468400 0.036585 0.138069
yfcT.txt 0.050336 0.110738 0.460291 0.052512 0.171631
yfcU.txt 0.089965 0.143599 0.429892 0.048753 0.177890
yfcV.txt 0.080214 0.096257 0.481462 0.015088 0.216643
yfcZ.txt 0.085106 0.180851 0.489598 0.097875 0.185559
yfdC.txt 0.090323 0.119355 0.518853 0.024412 0.150452
yfdE.txt 0.081365 0.104987 0.487139 0.017126 0.124639
yfdF.txt 0.116477 0.167614 0.417298 0.044516 0.150149
yfdG.txt 0.075000 0.016667 0.602593 0.061501 0.144324
yfdH.txt 0.127451 0.124183 0.508787 0.005654 0.178859
yfdI.txt 0.090293 0.072235 0.554276 0.021778 0.171766
yfdK.txt 0.075342 0.157534 0.435845 0.080475 0.237681
yfdL.txt 0.081395 0.081395 0.508269 0.000701 0.183387
yfdM.txt 0.087912 0.142857 0.444933 0.050284 0.141924
yfdN.txt 0.164634 0.115854 0.409485 0.055437 0.192157
yfdO.txt 0.147541 0.139344 0.422951 0.008954 0.141752
yfdP.txt 0.175676 0.121622 0.449850 0.056922 0.289417
yfdQ.txt 0.120438 0.156934 0.477251 0.034003 0.190085
yfdR.txt 0.101124 0.134831 0.495069 0.026255 0.119766
yfdS.txt 0.100000 0.141667 0.469259 0.040084 0.159724
yfdT.txt 0.158416 0.207921 0.421012 0.046980 0.117349
yfdV.txt 0.063694 0.047771 0.604459 0.018591 0.174964
yfdX.txt 0.118483 0.132701 0.463823 0.013052 0.153611
yfdY.txt 0.037500 0.012500 0.652778 0.023826 0.328353
yfeA.txt 0.087791 0.078189 0.533958 0.014593 0.180972
yfeC.txt 0.149123 0.122807 0.440936 0.028490 0.128477
yfeD.txt 0.153846 0.146154 0.444701 0.009161 0.205812
yfeH.txt 0.072289 0.042169 0.591734 0.034627 0.217834
yfeK.txt 0.129032 0.112903 0.483333 0.023396 0.166249
yfeN.txt 0.086614 0.110236 0.440989 0.016070 0.162549
yfeO.txt 0.045455 0.035885 0.609543 0.015617 0.209837
yfeR.txt 0.103896 0.110390 0.494048 0.001258 0.159057
yfeS.txt 0.114754 0.168033 0.439481 0.046968 0.255710
yfeW.txt 0.089862 0.087558 0.468433 0.008310 0.139841
yfeX.txt 0.110368 0.150502 0.464177 0.032423 0.126426
yfeY.txt 0.104712 0.120419 0.460966 0.015046 0.166534
yfeZ.txt 0.087248 0.060403 0.569873 0.032912 0.239141
yffB.txt 0.127119 0.135593 0.462429 0.004873 0.213599
yffL.txt 0.178404 0.164319 0.370631 0.021330 0.151088
yffM.txt 0.148148 0.148148 0.495199 0.003707 0.239308
yffN.txt 0.118110 0.204724 0.486002 0.079863 0.123515
yffO.txt 0.152174 0.152174 0.433011 0.005061 0.243218
yffP.txt 0.126904 0.162437 0.424027 0.028459 0.162547
yffQ.txt 0.123077 0.161538 0.529829 0.039106 0.116804
yffR.txt 0.115385 0.123077 0.493248 0.004438 0.140882
yffS.txt 0.150538 0.172043 0.429789 0.019284 0.146634
yfgD.txt 0.142857 0.151261 0.459944 0.006567 0.153581
yfgF.txt 0.087015 0.074967 0.528455 0.017197 0.187339
yfgG.txt 0.158730 0.031746 0.456085 0.138404 0.297711
yfgH.txt 0.087209 0.069767 0.491150 0.019500 0.166714
yfgI.txt 0.178771 0.184358 0.375729 0.002988 0.138868
yfgJ.txt 0.098592 0.112676 0.480125 0.002813 0.259631
yfgM.txt 0.106796 0.131068 0.475351 0.023054 0.126079
yfgO.txt 0.065156 0.053824 0.615644 0.012535 0.207312
yfhG.txt 0.118143 0.130802 0.417253 0.007018 0.167584
yfhH.txt 0.106383 0.092199 0.499251 0.019853 0.172475
yfhL.txt 0.081395 0.174419 0.465504 0.081819 0.208178
yfhM.txt 0.101633 0.121597 0.464327 0.017499 0.134790
yfhR.txt 0.092150 0.098976 0.491961 0.000469 0.163848
yfiB.txt 0.093750 0.081250 0.467847 0.016814 0.212327
yfiC.txt 0.073469 0.114286 0.489478 0.036700 0.182583
yfiE.txt 0.122867 0.129693 0.483732 0.002858 0.209264
yfiF.txt 0.144928 0.130435 0.424251 0.019766 0.173127
yfiH.txt 0.098765 0.106996 0.484362 0.004249 0.170916
yfiL.txt 0.090909 0.132231 0.451148 0.038086 0.208051
yfiM.txt 0.077778 0.100000 0.445432 0.014170 0.081298
yfiN.txt 0.100490 0.102941 0.481863 0.006874 0.182331
yfiP.txt 0.120690 0.112069 0.476293 0.009963 0.220738
yfiR.txt 0.081395 0.075581 0.521512 0.009320 0.216840
yfjD.txt 0.114486 0.128505 0.512850 0.010582 0.200453
yfjH.txt 0.138365 0.138365 0.448183 0.004656 0.234767
yfjI.txt 0.136461 0.119403 0.475053 0.021556 0.145933
yfjJ.txt 0.158654 0.125000 0.404915 0.043748 0.199897
yfjK.txt 0.113855 0.133059 0.479546 0.011123 0.188950
yfjL.txt 0.137546 0.169145 0.454750 0.024050 0.178753
yfjM.txt 0.126437 0.137931 0.414687 0.000409 0.112523
yfjP.txt 0.104530 0.104530 0.504646 0.005391 0.127542
yfjQ.txt 0.146520 0.120879 0.438950 0.031545 0.128987
yfjR.txt 0.124464 0.107296 0.500048 0.024724 0.176049
yfjS.txt 0.122449 0.170068 0.443159 0.044912 0.144122
yfjT.txt 0.083871 0.090323 0.469749 0.002193 0.173947
yfjU.txt 0.076923 0.105769 0.478846 0.015820 0.081419
yfjW.txt 0.102293 0.089947 0.531687 0.015372 0.172256
yfjX.txt 0.046053 0.144737 0.467982 0.088523 0.161160
yfjY.txt 0.100000 0.093750 0.488819 0.016815 0.139402
yfjZ.txt 0.076190 0.095238 0.473862 0.011022 0.151332
ygaC.txt 0.131579 0.122807 0.445224 0.019081 0.088262
ygaH.txt 0.099099 0.036036 0.602302 0.064649 0.282610
ygaM.txt 0.146789 0.128440 0.447604 0.020067 0.182393
ygaP.txt 0.091954 0.097701 0.526564 0.000533 0.191138
ygaQ_1.txt 0.127273 0.118182 0.442727 0.010731 0.096376
ygaQ_2.txt 0.100877 0.140351 0.442300 0.032471 0.137204
ygaQ_3.txt 0.116162 0.111111 0.435859 0.012185 0.162458
ygaQ_4.txt 0.100000 0.055556 0.463457 0.049755 0.279755
ygaU.txt 0.120805 0.134228 0.449068 0.010205 0.082644
ygaV.txt 0.101010 0.080808 0.502918 0.024467 0.162188
ygaX.txt 0.056818 0.045455 0.586111 0.013754 0.228237
ygaY.txt 0.061433 0.027304 0.585248 0.040471 0.151721
ygaZ.txt 0.057143 0.044898 0.580454 0.012615 0.256140
ygbA.txt 0.213675 0.128205 0.400190 0.094410 0.148524
ygbE.txt 0.028037 0.056075 0.600935 0.023521 0.536271
ygbI.txt 0.101887 0.101887 0.507883 0.004912 0.152734
ygbJ.txt 0.062914 0.096026 0.544260 0.027707 0.160672
ygbK.txt 0.074742 0.087629 0.506443 0.008436 0.182761
ygbL.txt 0.094340 0.113208 0.483595 0.014848 0.173011
ygbM.txt 0.085271 0.139535 0.477175 0.045107 0.164691
ygbN.txt 0.050661 0.037445 0.625257 0.016645 0.203776
ygcE.txt 0.081301 0.113821 0.488595 0.027195 0.180099
ygcG.txt 0.079310 0.079310 0.507854 0.003524 0.137220
ygcN.txt 0.087470 0.108747 0.498188 0.012900 0.158786
ygcO.txt 0.104651 0.104651 0.477003 0.001093 0.140617
ygcP.txt 0.099476 0.094241 0.536533 0.009319 0.232821
ygcQ.txt 0.069930 0.104895 0.520435 0.030384 0.178754
ygcR.txt 0.108108 0.111969 0.489961 0.000773 0.161136
ygcS.txt 0.056180 0.042697 0.589988 0.021936 0.238649
ygcU.txt 0.099174 0.119835 0.479132 0.012678 0.163382
ygcW.txt 0.076628 0.095785 0.510004 0.016968 0.158380
ygdB.txt 0.088889 0.088889 0.507078 0.000705 0.174634
ygdD.txt 0.068702 0.022901 0.607549 0.052891 0.389749
ygdG.txt 0.106762 0.113879 0.476908 0.001576 0.189826
ygdH.txt 0.107930 0.121145 0.488106 0.007729 0.154925
ygdI.txt 0.106667 0.120000 0.441926 0.010941 0.133642
ygdQ.txt 0.075949 0.080169 0.601078 0.000894 0.248473
ygdR.txt 0.097222 0.152778 0.477778 0.052588 0.187220
ygdT.txt 0.041667 0.125000 0.517130 0.079535 0.241161
ygeA.txt 0.086957 0.130435 0.508551 0.038037 0.166302
ygeF.txt 0.135135 0.114865 0.443544 0.026555 0.196266
ygeG.txt 0.085890 0.153374 0.435378 0.061059 0.222839
ygeH.txt 0.113537 0.126638 0.480883 0.006405 0.157607
ygeI.txt 0.027778 0.125000 0.451389 0.093828 0.250336
ygeK.txt 0.142857 0.108844 0.476190 0.043182 0.135641
ygeL.txt 0.117647 0.117647 0.505664 0.004057 0.207510
ygeM.txt 0.083916 0.167832 0.475136 0.074390 0.131526
ygeN.txt 0.188889 0.177778 0.460247 0.010791 0.123227
ygeO.txt 0.113475 0.092199 0.484476 0.025088 0.119900
ygeP.txt 0.151515 0.161616 0.433446 0.005190 0.122899
ygeQ.txt 0.098485 0.121212 0.467845 0.018394 0.135171
ygeR.txt 0.131474 0.043825 0.471802 0.090077 0.160624
ygeV.txt 0.104730 0.119932 0.485511 0.008184 0.203187
ygeW.txt 0.113636 0.141414 0.462963 0.022124 0.140028
ygeX.txt 0.082915 0.110553 0.493635 0.020898 0.150985
ygeY.txt 0.099256 0.151365 0.472071 0.047944 0.166076
ygfB.txt 0.041667 0.177083 0.459780 0.125588 0.265936
ygfF.txt 0.076923 0.089069 0.513135 0.009680 0.203172
ygfI.txt 0.110738 0.114094 0.460925 0.003852 0.164050
ygfK.txt 0.104651 0.130814 0.467700 0.020118 0.146190
ygfM.txt 0.111969 0.146718 0.485843 0.032346 0.182934
ygfS.txt 0.086420 0.104938 0.504115 0.018481 0.179869
ygfT.txt 0.101721 0.118936 0.484211 0.011868 0.156040
ygfZ.txt 0.107362 0.134969 0.472529 0.024764 0.173547
yggC.txt 0.092827 0.130802 0.464463 0.029156 0.184701
yggD.txt 0.071006 0.153846 0.498619 0.078499 0.272037
yggE.txt 0.109756 0.117886 0.472042 0.004209 0.181049
yggF.txt 0.093458 0.127726 0.501973 0.032527 0.180009
yggI.txt 0.163636 0.090909 0.441953 0.083668 0.192674
yggL.txt 0.148148 0.212963 0.424691 0.060781 0.240935
yggM.txt 0.149254 0.143284 0.411741 0.007942 0.137513
yggN.txt 0.133891 0.117155 0.447838 0.018514 0.110039
yggP.txt 0.077647 0.112941 0.508471 0.029555 0.187553
yggR.txt 0.095092 0.122699 0.485003 0.019038 0.155712
yggS.txt 0.115385 0.128205 0.477778 0.006839 0.194723
yggT.txt 0.058511 0.037234 0.632329 0.022386 0.266548
yggU.txt 0.125000 0.093750 0.491782 0.038760 0.218243
yggW.txt 0.095238 0.129630 0.463933 0.027267 0.194403
yggX.txt 0.142857 0.164835 0.404762 0.014322 0.115947
yghA.txt 0.098639 0.105442 0.480234 0.002202 0.187368
yghB.txt 0.068493 0.041096 0.589041 0.032449 0.252769
yghD.txt 0.129213 0.101124 0.480836 0.033540 0.114893
yghE.txt 0.115385 0.097902 0.491026 0.019630 0.173285
yghF.txt 0.128472 0.104167 0.475772 0.027555 0.140575
yghG.txt 0.095588 0.051471 0.486765 0.045177 0.172290
yghJ.txt 0.092105 0.128947 0.439978 0.033942 0.150474
yghO.txt 0.107692 0.107692 0.482165 0.005345 0.187833
yghQ.txt 0.076056 0.042254 0.566854 0.036233 0.163900
yghR.txt 0.138889 0.099206 0.469533 0.041356 0.162690
yghS.txt 0.118143 0.071730 0.489686 0.052110 0.172152
yghT.txt 0.143478 0.091304 0.483237 0.060140 0.176003
yghU.txt 0.104167 0.118056 0.455208 0.005510 0.160544
yghW.txt 0.147368 0.105263 0.447485 0.049050 0.111626
yghX_1.txt 0.088235 0.102941 0.475572 0.009861 0.125327
yghX_2.txt 0.094017 0.119658 0.466002 0.021510 0.203213
yghZ.txt 0.104046 0.106936 0.456776 0.002525 0.150838
ygiA.txt 0.151163 0.093023 0.415116 0.065814 0.148665
ygiB.txt 0.089005 0.078534 0.433275 0.009674 0.163453
ygiC.txt 0.088083 0.163212 0.456793 0.069204 0.130457
ygiD.txt 0.059041 0.095941 0.492251 0.027106 0.179277
ygiF.txt 0.099307 0.129330 0.471080 0.020722 0.137788
ygiH.txt 0.092683 0.043902 0.564336 0.051528 0.195595
ygiL.txt 0.087432 0.114754 0.480389 0.025011 0.171452
ygiM.txt 0.126214 0.111650 0.452211 0.018092 0.155778
ygiN.txt 0.076923 0.115385 0.501709 0.025117 0.160816
ygiQ.txt 0.143437 0.115020 0.442355 0.035010 0.160015
ygiS.txt 0.100935 0.108411 0.458484 0.002070 0.144452
ygiV.txt 0.081250 0.118750 0.484028 0.030302 0.190171
ygiW.txt 0.107692 0.130769 0.469744 0.021415 0.150586
ygiZ.txt 0.081818 0.072727 0.600000 0.007973 0.229365
ygjH.txt 0.118182 0.154545 0.494141 0.034935 0.199964
ygjI.txt 0.058700 0.046122 0.587445 0.014012 0.171951
ygjJ.txt 0.073034 0.129213 0.447097 0.048222 0.172771
ygjK.txt 0.108557 0.122605 0.438981 0.009844 0.116562
ygjP.txt 0.131737 0.089820 0.447771 0.053039 0.130338
ygjQ.txt 0.139130 0.065217 0.506329 0.079620 0.176096
ygjR.txt 0.080838 0.104790 0.505090 0.017357 0.197822
ygjV.txt 0.098361 0.043716 0.565938 0.059055 0.181661
yhaB.txt 0.094972 0.106145 0.482247 0.001272 0.186940
yhaC.txt 0.088608 0.159494 0.456934 0.070680 0.157483
yhaH.txt 0.115702 0.074380 0.533425 0.043061 0.162228
yhaI.txt 0.084746 0.050847 0.563183 0.035661 0.195834
yhaJ.txt 0.134228 0.144295 0.482066 0.006044 0.136803
yhaK.txt 0.090129 0.103004 0.470148 0.002919 0.142089
yhaL.txt 0.185185 0.185185 0.434362 0.000071 0.352069
yhaM.txt 0.068807 0.098624 0.533028 0.025497 0.155666
yhaO.txt 0.063981 0.049763 0.599289 0.016688 0.159734
yhaV.txt 0.162338 0.129870 0.415801 0.041638 0.196498
yhbE.txt 0.074766 0.028037 0.594669 0.048569 0.228737
yhbO.txt 0.133721 0.162791 0.473127 0.024987 0.207828
yhbP.txt 0.136054 0.115646 0.469388 0.023312 0.184375
yhbQ.txt 0.170000 0.110000 0.442222 0.062410 0.132434
yhbS.txt 0.077844 0.167665 0.491683 0.081244 0.175223
yhbT.txt 0.109195 0.137931 0.499425 0.026068 0.233961
yhbU.txt 0.102719 0.108761 0.469889 0.002166 0.161755
yhbV.txt 0.092466 0.113014 0.487291 0.019901 0.184972
yhbW.txt 0.086567 0.107463 0.481526 0.011605 0.149669
yhbX.txt 0.079482 0.083179 0.505525 0.002179 0.175676
yhbY.txt 0.154639 0.113402 0.479725 0.050855 0.170721
yhcA.txt 0.120536 0.107143 0.459325 0.017710 0.122159
yhcB.txt 0.121212 0.143939 0.438636 0.017181 0.190017
yhcC.txt 0.106796 0.100324 0.466667 0.015636 0.193911
yhcD.txt 0.071879 0.113493 0.462828 0.037178 0.185069
yhcF.txt 0.075630 0.067227 0.501774 0.010152 0.118388
yhcG.txt 0.125333 0.133333 0.458281 0.001210 0.177305
yhcH.txt 0.084416 0.142857 0.479509 0.051154 0.181521
yhcN.txt 0.103448 0.114943 0.490294 0.008697 0.099873
yhcO.txt 0.111111 0.233333 0.458272 0.114023 0.302520
yhdE.txt 0.106599 0.131980 0.479188 0.019521 0.154101
yhdH.txt 0.092593 0.108025 0.499554 0.011948 0.151730
yhdJ.txt 0.142857 0.125850 0.455858 0.021606 0.229052
yhdN.txt 0.131148 0.188525 0.433333 0.051602 0.143090
yhdP.txt 0.094787 0.116904 0.468975 0.017933 0.153883
yhdT.txt 0.075000 0.100000 0.572083 0.022721 0.259222
yhdU.txt 0.101695 0.118644 0.529944 0.017935 0.224719
yhdV.txt 0.068493 0.068493 0.543988 0.005331 0.271731
yhdW.txt 0.108197 0.137705 0.455993 0.028294 0.140904
yhdX.txt 0.073791 0.035623 0.577325 0.041145 0.184237
yhdY.txt 0.081744 0.046322 0.563003 0.039668 0.146657
yhdZ.txt 0.107143 0.115079 0.483069 0.002021 0.172214
yheO.txt 0.104167 0.129167 0.481944 0.020447 0.180474
yheS.txt 0.119309 0.145997 0.448544 0.021138 0.148725
yheT.txt 0.100000 0.100000 0.472647 0.010098 0.219174
yheU.txt 0.097222 0.194444 0.443056 0.090788 0.147776
yheV.txt 0.166667 0.166667 0.432155 0.009154 0.142776
yhfA.txt 0.104478 0.134328 0.507629 0.023288 0.103375
yhfG.txt 0.218182 0.145455 0.397374 0.077182 0.114965
yhfK.txt 0.095714 0.077143 0.505238 0.026736 0.187468
yhfL.txt 0.090909 0.054545 0.535556 0.043378 0.185637
yhfS.txt 0.085873 0.091413 0.513727 0.001252 0.176808
yhfT.txt 0.055300 0.057604 0.602176 0.000342 0.170254
yhfU.txt 0.119658 0.094017 0.516999 0.035097 0.165791
yhfW.txt 0.073529 0.120098 0.494417 0.040305 0.130069
yhfX.txt 0.082687 0.103359 0.499914 0.012953 0.168545
yhfY.txt 0.066667 0.158333 0.497963 0.084531 0.193112
yhfZ.txt 0.116279 0.129568 0.484496 0.008253 0.142892
yhgA.txt 0.106164 0.126712 0.483257 0.012799 0.173468
yhgE.txt 0.090592 0.076655 0.550484 0.015772 0.132341
yhgF.txt 0.124191 0.138422 0.462858 0.009383 0.157515
yhgN.txt 0.071066 0.055838 0.612803 0.018918 0.174937
yhhA.txt 0.082192 0.041096 0.383409 0.044396 0.133833
yhhH.txt 0.125984 0.118110 0.484689 0.010947 0.217199
yhhI.txt 0.142857 0.150794 0.462257 0.001635 0.178847
yhhJ.txt 0.066845 0.066845 0.556952 0.002612 0.170681
yhhL.txt 0.123596 0.033708 0.581523 0.094889 0.225906
yhhM.txt 0.151261 0.092437 0.448646 0.060852 0.108307
yhhN.txt 0.062500 0.033654 0.608226 0.031716 0.243453
yhhQ.txt 0.067873 0.040724 0.585721 0.032441 0.244113
yhhS.txt 0.056790 0.024691 0.612538 0.034665 0.240283
yhhT.txt 0.077364 0.040115 0.603502 0.043266 0.173428
yhhW.txt 0.086580 0.142857 0.447715 0.044751 0.153502
yhhX.txt 0.115942 0.136232 0.461546 0.010780 0.172667
yhhY.txt 0.141975 0.141975 0.452401 0.008197 0.185410
yhhZ.txt 0.112245 0.099490 0.461508 0.018044 0.199215
yhiD.txt 0.074419 0.079070 0.559483 0.001939 0.239943
yhiI.txt 0.132394 0.132394 0.482160 0.002120 0.151283
yhiJ.txt 0.098148 0.111111 0.462099 0.007268 0.187796
yhiK.txt 0.130769 0.123077 0.397949 0.020165 0.182896
yhiL.txt 0.118932 0.126214 0.448166 0.005112 0.098198
yhiM.txt 0.042857 0.034286 0.623333 0.012230 0.198453
yhiN.txt 0.087500 0.100000 0.495972 0.008781 0.171429
yhiS_1.txt 0.076923 0.107692 0.456325 0.027520 0.165788
yhjA.txt 0.111828 0.124731 0.456081 0.008177 0.131092
yhjB.txt 0.110000 0.115000 0.489722 0.001648 0.137124
yhjC.txt 0.108359 0.102167 0.494806 0.012553 0.167613
yhjD.txt 0.103858 0.074184 0.523343 0.033161 0.152917
yhjE.txt 0.056818 0.040909 0.590758 0.019728 0.272860
yhjG.txt 0.130246 0.120116 0.474787 0.012514 0.145421
yhjH.txt 0.105882 0.117647 0.486362 0.007442 0.136069
yhjJ.txt 0.102410 0.112450 0.462227 0.007704 0.131509
yhjK.txt 0.090909 0.106317 0.520818 0.010855 0.170709
yhjR.txt 0.080645 0.145161 0.461290 0.064453 0.265074
